timestamp_ms,ir_value,ir_filtered
6900.0,25934.0,0.14094085183216035
6910.0,25943.0,0.39996408649220105
6920.0,25950.0,0.6566605561235745
6930.0,25940.0,0.9079104277555071
6940.0,25953.0,1.1506284949718917
6950.0,25962.0,1.381446694729113
6960.0,25967.0,1.5969317110180237
6970.0,25968.0,1.7941480798229976
6980.0,25964.0,1.9708601081989774
6990.0,25971.0,2.1252220446933716
7000.0,25977.0,2.255437131770396
7010.0,25983.0,2.3598560662622714
7020.0,25978.0,2.437354612535003
7030.0,25973.0,2.4873861634400924
7040.0,25986.0,2.509589199262136
7050.0,25986.0,2.503610586284047
7061.0,25983.0,2.46942429424668
7070.0,25990.0,2.4076309281463253
7080.0,25990.0,2.319617445714126
7090.0,25986.0,2.207792856932534
7100.0,25985.0,2.0756766099077684
7110.0,25983.0,1.9276993054583216
7120.0,25987.0,1.7689961390207558
7130.0,25979.0,1.6053601438617349
7140.0,25968.0,1.4430402855307924
7150.0,25971.0,1.2880626193323805
7161.0,25964.0,1.1454137359105232
7170.0,25970.0,1.0185722360615432
7180.0,25968.0,0.9094308912077775
7190.0,25961.0,0.8183807400374801
7200.0,25972.0,0.7443172108296867
7210.0,25962.0,0.6846683414589253
7220.0,25973.0,0.6355989119188219
