timestamp_ms,ir_value,ir_filtered
6901.0,26471.0,-0.15105025318587428
6911.0,26441.0,-0.37525449911097025
6920.0,26417.0,-0.5875101782250335
6930.0,26392.0,-0.7772612188216612
6940.0,26377.0,-0.935593310275565
6950.0,26372.0,-1.055877992139861
6960.0,26371.0,-1.1341618366716784
6970.0,26385.0,-1.1692458864301942
6980.0,26391.0,-1.1624729638870552
6990.0,26408.0,-1.1173096731354457
7001.0,26415.0,-1.0388446231734365
7011.0,26423.0,-0.9333091481880309
7021.0,26448.0,-0.8076548465041365
7030.0,26456.0,-0.669108269626772
7040.0,26473.0,-0.5246765687647146
7050.0,26468.0,-0.3807401055927128
7060.0,26478.0,-0.24285342652985048
7070.0,26492.0,-0.11569227151673818
7080.0,26491.0,-0.002982497663018161
7090.0,26503.0,0.09260636694063228
7100.0,26505.0,0.16952973274673327
7111.0,26495.0,0.22737112013372573
7121.0,26509.0,0.2667415280689085
7131.0,26498.0,0.2891263714937349
7140.0,26500.0,0.2967502186477712
7150.0,26501.0,0.2924249560591509
7160.0,26491.0,0.2793853262654885
7170.0,26489.0,0.2611047361688207
7180.0,26477.0,0.24103910078691473
7190.0,26491.0,0.22235738503682465
7200.0,26483.0,0.20779244178707054
7210.0,26481.0,0.19960613646494013
7221.0,26477.0,0.19951875924623624
7231.0,26490.0,0.20859657219774644
7241.0,26492.0,0.22725541963872198
7250.0,26488.0,0.2553849204979333
7260.0,26494.0,0.29242930445947835
7270.0,26492.0,0.3373803646782953
7280.0,26502.0,0.38877352140435883
7290.0,26511.0,0.44475921578376354
7300.0,26512.0,0.5032635386073365
7310.0,26520.0,0.5621657511485106
7321.0,26513.0,0.6194030224876105
7331.0,26508.0,0.6729499132647874
7341.0,26515.0,0.7206761298262858
7351.0,26517.0,0.7602214268785717
7360.0,26517.0,0.7889989674231083
7370.0,26524.0,0.8042736159106979
7380.0,26525.0,0.80327721187305
7390.0,26517.0,0.7833493892857143
7400.0,26523.0,0.7420371958197187
7410.0,26528.0,0.677197031815445
7421.0,26522.0,0.5872088450525736
7431.0,26523.0,0.4712443268532437
7441.0,26522.0,0.329500473688757
7451.0,26533.0,0.16347025737641474
7461.0,26528.0,-0.023669304568536977
7470.0,26513.0,-0.2266671606041011
7480.0,26479.0,-0.43809006749348034
7490.0,26437.0,-0.6487292304874858
7500.0,26412.0,-0.8485006632089969
7510.0,26383.0,-1.0275488696973554
7520.0,26371.0,-1.177241846508199
7531.0,26364.0,-1.2909096290776303
7541.0,26359.0,-1.364276729504537
7551.0,26361.0,-1.3956192246432395
7561.0,26380.0,-1.3857121124279521
7571.0,26398.0,-1.337540805558264
7580.0,26404.0,-1.255783953517779
7590.0,26418.0,-1.146255058367834
7600.0,26429.0,-1.0154525204380276
7610.0,26446.0,-0.870172702763371
7620.0,26460.0,-0.7171107515809905
7631.0,26468.0,-0.562466617314225
7641.0,26475.0,-0.4116408511335545
7651.0,26468.0,-0.26910814601287747
7661.0,26487.0,-0.13846612153906457
7671.0,26486.0,-0.022514670970449947
7681.0,26493.0,0.07673778448949184
7690.0,26501.0,0.15808896280951856
7700.0,26504.0,0.22115814358526223
7710.0,26503.0,0.26640735379862046
7720.0,26499.0,0.29509158388252515
7731.0,26503.0,0.309113507572288
7741.0,26501.0,0.31086838587284393
7751.0,26503.0,0.30314113288403416
7761.0,26488.0,0.2890028868290888
7771.0,26492.0,0.27162117419982923
7781.0,26492.0,0.2540338108350205
7790.0,26494.0,0.2390244683094975
7800.0,26485.0,0.22908600403199916
7810.0,26481.0,0.22632644851666087
7820.0,26490.0,0.23230172192849288
7831.0,26484.0,0.2479089414846809
7841.0,26494.0,0.2733843335946409
7851.0,26509.0,0.3083860780884502
7861.0,26497.0,0.35217366876565614
7871.0,26500.0,0.4037399082308652
7881.0,26505.0,0.4617691062660998
7891.0,26513.0,0.5245792900030598
7900.0,26516.0,0.5901876951455565
7910.0,26515.0,0.6564149181225557
7920.0,26510.0,0.7208979777608209
7930.0,26525.0,0.7810150316495806
7941.0,26524.0,0.8338692785553845
7951.0,26532.0,0.8764039057674182
7961.0,26532.0,0.9055601037173405
7971.0,26526.0,0.9183916991535134
7981.0,26525.0,0.9120935662114638
7991.0,26530.0,0.8839853724950014
8001.0,26535.0,0.8315950610895111
8010.0,26533.0,0.7528985811509138
8020.0,26538.0,0.6466278576633078
8030.0,26530.0,0.5125705414074908
8041.0,26535.0,0.3518454351358722
8051.0,26528.0,0.1671653126867053
8061.0,26529.0,-0.03689925386887142
8071.0,26498.0,-0.25373498687200824
8081.0,26457.0,-0.4748259670508506
8091.0,26440.0,-0.6903876527492936
8101.0,26403.0,-0.8902881252163228
8110.0,26387.0,-1.0649620310340409
8120.0,26364.0,-1.2062397667260443
8130.0,26350.0,-1.3080392846687388
8141.0,26360.0,-1.3668053910909956
8151.0,26366.0,-1.381643636864867
8161.0,26383.0,-1.3541934284264505
8171.0,26397.0,-1.2882864218169774
8181.0,26414.0,-1.1894266253490824
8191.0,26429.0,-1.0641931785993475
8201.0,26441.0,-0.9196723544006382
8211.0,26451.0,-0.7629831359633868
8220.0,26466.0,-0.6009154631425314
8230.0,26463.0,-0.43966926047542576
8241.0,26472.0,-0.2847271572040344
8251.0,26493.0,-0.14082158366747763
8261.0,26488.0,-0.01184162289716824
8271.0,26507.0,0.0993172251571341
8281.0,26504.0,0.19085637437394598
8291.0,26498.0,0.2620925036676881
8301.0,26511.0,0.3133552044532432
8311.0,26504.0,0.3458408518017337
8320.0,26502.0,0.36150335809670225
8330.0,26505.0,0.36291508333635336
8341.0,26495.0,0.3530922111198801
8351.0,26489.0,0.3352982920163235
8361.0,26492.0,0.31279950269767826
8371.0,26496.0,0.2886751399430276
8381.0,26489.0,0.26577020629554055
8391.0,26481.0,0.2466619227009626
8401.0,26483.0,0.23351465833507434
8411.0,26486.0,0.2279179771596037
8421.0,26491.0,0.23085376307335848
8430.0,26496.0,0.24279427819289556
8441.0,26492.0,0.26383607883338034
8451.0,26491.0,0.29376248151642187
8461.0,26494.0,0.33200251851423956
8471.0,26505.0,0.3775924800472116
8481.0,26508.0,0.4292544216275554
8491.0,26506.0,0.485539475987845
8501.0,26502.0,0.5448758236163332
8511.0,26507.0,0.6054763635887643
8521.0,26515.0,0.6652421626236261
8530.0,26513.0,0.7217786042261871
8541.0,26522.0,0.7724795198423816
8551.0,26515.0,0.8145984319483932
8561.0,26525.0,0.8452940241529452
8571.0,26520.0,0.861677870542445
8581.0,26524.0,0.8608876843755118
8591.0,26528.0,0.8401912953536175
8601.0,26525.0,0.7971404202615963
8611.0,26526.0,0.7297591106726954
8621.0,26528.0,0.6367350376583448
8631.0,26526.0,0.5176425151329199
8641.0,26534.0,0.3732259106729357
8651.0,26530.0,0.20574303104110575
8661.0,26514.0,0.01928863806505471
8671.0,26497.0,-0.18009178184657162
8681.0,26465.0,-0.3846214088271905
8691.0,26441.0,-0.5853259566664142
8701.0,26417.0,-0.7727758626577929
8711.0,26383.0,-0.9379097235504809
8721.0,26378.0,-1.0728650930321793
8731.0,26362.0,-1.1716956558850025
8741.0,26369.0,-1.2308220579134581
8751.0,26381.0,-1.2491615383958168
8761.0,26384.0,-1.2279526648615227
8771.0,26393.0,-1.1704113964730876
8781.0,26407.0,-1.0813788832118318
8791.0,26430.0,-0.9669254197061699
8801.0,26448.0,-0.833807624249521
8811.0,26447.0,-0.6888672966498941
8821.0,26458.0,-0.5386069376148425
8831.0,26471.0,-0.38899234465608273
8842.0,26472.0,-0.24531783789259218
8851.0,26485.0,-0.11207827598157367
8861.0,26497.0,0.007136934687520156
8871.0,26486.0,0.1097459849985735
8881.0,26496.0,0.19417966264744368
8891.0,26501.0,0.2597708485553076
8901.0,26501.0,0.3066824646783372
8911.0,26501.0,0.3358852598289019
8921.0,26498.0,0.349078894479487
8931.0,26487.0,0.34852396094251836
8942.0,26501.0,0.33682303611564746
8952.0,26495.0,0.3167759112161976
8961.0,26493.0,0.29135394042052004
8971.0,26484.0,0.2636430186489007
8981.0,26476.0,0.23665242259566344
8991.0,26479.0,0.2130545691811777
9001.0,26474.0,0.194977774248967
9011.0,26483.0,0.183918678071023
9021.0,26488.0,0.1807815027604711
9031.0,26474.0,0.18598683875265057
9041.0,26481.0,0.19949766555863596
9052.0,26490.0,0.22076314514886491
9062.0,26498.0,0.2487880708290902
9071.0,26499.0,0.28235942926347735
9081.0,26502.0,0.3202541315579632
9091.0,26493.0,0.3613127000595231
9101.0,26504.0,0.40438715269103825
9111.0,26503.0,0.448271988028115
9121.0,26505.0,0.49170286358909293
9131.0,26509.0,0.5333789583533661
9141.0,26505.0,0.5719619187819608
9152.0,26506.0,0.6060423634403822
9162.0,26507.0,0.6340735119386686
9171.0,26516.0,0.654339761215431
9181.0,26511.0,0.6650198314144976
9191.0,26506.0,0.6642650183592521
9201.0,26504.0,0.6501806323119005
9211.0,26507.0,0.620760739629595
9221.0,26513.0,0.5739272378308665
9231.0,26517.0,0.5077393543632416
9241.0,26512.0,0.4207028566615554
9252.0,26517.0,0.31206252789594124
9262.0,26519.0,0.18207005134037707
9272.0,26516.0,0.03228780945121939
9281.0,26515.0,-0.1341065013276453
9291.0,26503.0,-0.3121026278998364
9301.0,26457.0,-0.4948770621496232
9311.0,26446.0,-0.6742473746933222
9321.0,26419.0,-0.8414604704237333
9331.0,26397.0,-0.9879980210614303
9341.0,26386.0,-1.1063041656326387
9352.0,26370.0,-1.1904367783092493
9362.0,26369.0,-1.2365790289959917
9372.0,26381.0,-1.243343278311696
9382.0,26395.0,-1.2117607664675574
9391.0,26408.0,-1.1449486210895752
9401.0,26417.0,-1.0476334198248516
9411.0,26430.0,-0.925707231159024
9421.0,26448.0,-0.7858379113904203
9431.0,26461.0,-0.635063798090737
9441.0,26476.0,-0.48036347673250795
9452.0,26492.0,-0.32824823019841337
9462.0,26489.0,-0.1844242260963539
9472.0,26492.0,-0.05362509051945455
9482.0,26511.0,0.06037718940498302
9491.0,26520.0,0.15480163515643147
9501.0,26519.0,0.22802606268589626
9511.0,26510.0,0.2796741644895069
9521.0,26508.0,0.3104470094462816
9531.0,26516.0,0.3218268645742059
9541.0,26516.0,0.3158892590017813
9552.0,26518.0,0.2952700481251628
9562.0,26503.0,0.263134135192464
9572.0,26509.0,0.2230232660683534
9582.0,26495.0,0.17862662874873986
9592.0,26495.0,0.13355176132132274
9601.0,26500.0,0.0911282148224548
9611.0,26496.0,0.054310330256259615
9621.0,26488.0,0.02564872726834924
9631.0,26493.0,0.007202088497898415
9641.0,26496.0,0.00043007970181892057
9652.0,26495.0,0.006179627557182616
9662.0,26497.0,0.024716504634583476
